                             GENEMARK PREDICTIONS

Sequence: chrY:22407149-23158651
Sequence file: gm_sequence
Sequence length: 751503
GC Content:  40.15%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: human_38.mat
Matrix author: Nikolai Ivanov
Matrix order: 5

List of Regions of interest
(regions from stop to stop codon w/ a signal in between)

  LEnd      REnd    Strand      Frame
 165455   165625                     0.7304

 165653   165772  direct       fr 3  0.9296
 165653   165757                     0.9285

 165827   165936  direct       fr 1  0.4930

 166373   166420  complement   fr 2  0.6279

 166496   166554  direct       fr 3  0.6912
 166509   166546                     0.7349

 166796   166910  direct       fr 1  0.5286
 166859   166888                     0.8892

 167848   167968  direct       fr 2  0.8337
 167848   167912                     0.9616

 168240   168278  complement   fr 3  0.4593
 168246   168278                     0.5751

 168460   168554  direct       fr 1  0.4713
 168499   168523                     0.6900

 168855   168916  direct       fr 3  0.5352
 168870   168910                     0.5083

 169011   169108  complement   fr 3  0.4772
 169050   169092                     0.7392

 169207   169271  direct       fr 1  0.7789

 169874   169950  complement   fr 2  0.6658
 169891   169937                     0.9370

 170207   170258  complement   fr 2  0.4663

 170361   170466  complement   fr 3  0.4331

 171698   171780  direct       fr 2  0.9024
 171718   171746                     0.9548

 171866   172086  direct       fr 3  0.4689
 171872   172051                     0.4264

 171891   171965  direct       fr 2  0.5426

 171999   172086  direct       fr 3  0.7615
 172012   172051                     0.7666

 172399   172533  complement   fr 2  0.5496
 172420   172475                     0.9720

 172778   172906  direct       fr 1  0.3927
 172836   172880                     0.6255

 173388   173448  direct       fr 2  0.5848
 173395   173420                     0.7229

 180060   180186  direct       fr 1  0.7644
 180067   180172                     0.8389

 180484   180674  direct       fr 3  0.5790
 180492   180674                     0.5790

 180610   180674  direct       fr 3  0.6673
 180622   180674                     0.7168

 180819   180907  complement   fr 1  0.3971
 180819   180886                     0.3738

 180837   180919  direct       fr 2  0.6361
 180855   180912                     0.7082

 181191   181274  direct       fr 2  0.8203
 181206   181245                     0.9275

 181292   181410  direct       fr 3  0.7175
 181311   181380                     0.7926

 181418   181475  direct       fr 2  0.7379

 181490   181525  complement   fr 1  0.7025

 181754   181809  direct       fr 1  0.5279
 181772   181799                     0.4938

 181955   181994  complement   fr 1  0.6856
 181960   181991                     0.8177

 182434   182639  direct       fr 3  0.6109
 182442   182620                     0.6472

 182458   182639  direct       fr 3  0.6327
 182466   182620                     0.6850

 182740   182823  direct       fr 3  0.9368
 182753   182818                     0.9180

 183474   183601  complement   fr 3  0.4004
 183519   183555                     0.3293

 183615   183728  direct       fr 2  0.6672
 183618   183677                     0.7658

 183959   184102  complement   fr 3  0.5096
 183986   184080                     0.5989

 184037   184102  complement   fr 3  0.5975
 184037   184080                     0.5925

 184301   184413  direct       fr 2  0.6633
 184326   184386                     0.8630

 186230   186302  direct       fr 2  0.6385
 186241   186282                     0.8362

 186304   186363  direct       fr 3  0.7025

 186427   186507  complement   fr 3  0.6703
 186451   186490                     0.8000

 186925   186988  complement   fr 3  0.6147
 186942   186982                     0.9593

 187676   187747  complement   fr 1  0.6966
 187700   187724                     0.5696

 188949   189034  complement   fr 1  0.5165
 188995   189019                     0.8968

 189346   189453  complement   fr 3  0.7228
 189359   189439                     0.7764

 189584   189728  direct       fr 2  0.7589
 189625   189708                     0.8759

 190100   190181  complement   fr 3  0.6852
 190132   190172                     0.9649

 190185   190240  direct       fr 2  0.6917
 190194   190235                     0.7687

 190338   190600  direct       fr 3  0.7595
 190353   190596                     0.7801

 190404   190600  direct       fr 3  0.7834
 190420   190596                     0.8256

 190803   190903  direct       fr 1  0.9912
 190803   190841                     0.9892

 190998   191300  direct       fr 1  0.3900
 191009   191288                     0.3999

 191427   191670  direct       fr 2  0.3044
 191491   191658                     0.3517

 192233   192497  direct       fr 2  0.4738
 192254   192468                     0.4814

 192526   192935  direct       fr 1  0.5759
 192543   192902                     0.5855

 192877   192935  direct       fr 1  0.4900

 193059   193115  complement   fr 2  0.9369

 193467   193572  direct       fr 2  0.6930
 193471   193538                     0.7319

 193711   193916  direct       fr 2  0.4612
 193725   193884                     0.4336

 195146   195307  direct       fr 2  0.3888
 195162   195261                     0.4776

 196310   196458  direct       fr 2  0.7331
 196314   196437                     0.8601

 196979   197031  complement   fr 2  0.4993

 197583   197653  complement   fr 1  0.7876

 197632   197708  direct       fr 1  0.6241
 197659   197687                     0.7897

 200575   200650  direct       fr 3  0.7918

 201216   201290  direct       fr 3  0.7163
 201234   201290                     0.9182

 204329   204404  direct       fr 2  0.4239

 204411   204451  complement   fr 3  0.9304

 206298   206376  complement   fr 3  0.5001

 206358   206403  direct       fr 2  0.5407
 206371   206399                     0.7015

 208824   209034  complement   fr 2  0.5230
 208838   209005                     0.4978

 208845   208921  direct       fr 3  0.2541

 208944   209034  complement   fr 2  0.8780
 208953   209005                     0.9350

 209074   209140  direct       fr 1  0.4373

 210314   210374  complement   fr 3  0.6380
 210334   210358                     0.8657

 210372   210422  complement   fr 2  0.7470
 210382   210419                     0.9318

 210897   210957  direct       fr 2  0.5667

 213117   213171  direct       fr 1  0.6608
 213124   213156                     0.9110

 213265   213338  direct       fr 2  0.5658
 213271   213332                     0.6462

 214075   214162  complement   fr 3  0.6667
 214095   214150                     0.7032

 214307   214398  direct       fr 1  0.5975
 214335   214387                     0.7928

 214432   214517  complement   fr 2  0.6215
 214432   214480                     0.6162

 217048   217120  complement   fr 3  0.6181

 217103   217168  direct       fr 1  0.6304

 218033   218128  direct       fr 2  0.5552
 218070   218111                     0.4697

 219108   219146  direct       fr 2  0.5614

 220428   220476  complement   fr 2  0.4682

 220514   220805  complement   fr 1  0.5808
 220528   220761                     0.6508

 220563   220609  complement   fr 2  0.8429
 220569   220609                     0.8429

 220608   220805  complement   fr 1  0.6579
 220641   220761                     0.8697

 220849   220957  complement   fr 2  0.6272
 220862   220957                     0.6488

 220875   220957  complement   fr 2  0.7230
 220886   220957                     0.7230

 221543   221612  direct       fr 2  0.3702
 221575   221598                     0.6451

 221726   221786  direct       fr 3  0.4793
 221753   221786                     0.5894

 222584   222678  complement   fr 1  0.3303

 222629   222782  direct       fr 2  0.6767
 222655   222774                     0.6900

 222674   222782  direct       fr 2  0.7271
 222686   222774                     0.7473

 223796   223858  direct       fr 2  0.4076

 225298   225374  complement   fr 2  0.7697
 225316   225346                     0.9769

 227648   227698  complement   fr 3  0.6126

 227701   227833  direct       fr 3  0.5360
 227725   227818                     0.6890

 227929   228014  direct       fr 2  0.4551
 227965   228011                     0.7707

 228249   228406  direct       fr 2  0.6653
 228270   228375                     0.8346

 228275   228406  direct       fr 2  0.7856
 228337   228375                     0.8777

 228422   228504  complement   fr 1  0.7601
 228425   228491                     0.9223

 228615   228701  complement   fr 2  0.4201

 228737   228795  complement   fr 3  0.6364
 228737   228789                     0.6077

 228823   228884  complement   fr 2  0.5653

 228986   229046  direct       fr 1  0.5926
 228990   229034                     0.6639

 229352   229403  direct       fr 1  0.5950

 229555   229650  complement   fr 3  0.4254

 229861   230006  complement   fr 1  0.6539
 229871   229965                     0.5748

 229901   230006  complement   fr 1  0.7460
 229937   229965                     0.9142

 230135   230288  direct       fr 3  0.7972
 230142   230254                     0.9578

 230256   230345  complement   fr 1  0.4113

 231650   231702  direct       fr 3  0.7380
 231664   231687                     0.8982

 231734   231821  complement   fr 1  0.6011
 231775   231814                     0.8873

 231734   231821  complement   fr 1  0.6011
 231775   231814                     0.8873

 231799   231923  complement   fr 3  0.3771

 231900   231951  direct       fr 1  0.6527
 231905   231945                     0.7450

 231967   232066  direct       fr 3  0.6233
 231984   232047                     0.6924

 232063   232137  direct       fr 2  0.3608

 232585   232665  direct       fr 3  0.4779
 232614   232654                     0.8056

 232910   233052  complement   fr 1  0.3285
 232946   232996                     0.5634

 233336   233406  complement   fr 2  0.5255
 233358   233388                     0.8320

 233475   233554  complement   fr 3  0.6474

 233905   234038  complement   fr 3  0.5549
 233924   234019                     0.6233

 233942   234038  complement   fr 3  0.6777
 233952   234019                     0.7237

 233997   234157  direct       fr 2  0.3118

 234110   234202  direct       fr 1  0.6828
 234134   234164                     0.9352

 234425   234558  complement   fr 3  0.8512
 234425   234527                     0.8981

 234721   234835  complement   fr 3  0.6776
 234738   234796                     0.6182

 234929   235011  direct       fr 3  0.5324
 234948   235002                     0.5744

 235157   235245  complement   fr 3  0.6847
 235157   235189                     0.8656

 235369   235419  direct       fr 1  0.3712

 235519   235600  direct       fr 3  0.5294
 235540   235587                     0.5609

 235946   236092  direct       fr 2  0.5279
 235962   236063                     0.6028

 236205   236610  direct       fr 2  0.5067
 236217   236604                     0.5219

 236555   236610  direct       fr 2  0.6042
 236562   236604                     0.6621

 237712   237773  direct       fr 3  0.9428
 237714   237742                     0.8936

 238119   238237  complement   fr 2  0.6366
 238188   238237                     0.9866

 238368   238563  direct       fr 3  0.3967
 238420   238485                     0.4339

 238503   238563  direct       fr 2  0.6427

 238849   238956  direct       fr 2  0.2917

 238871   238982  direct       fr 1  0.5887
 238879   238975                     0.6267

 238900   238982  direct       fr 1  0.6879
 238937   238975                     0.7892

 239268   239389  direct       fr 3  0.4788
 239328   239362                     0.5065

 239494   239541  direct       fr 3  0.6244
 239503   239533                     0.8317

 239808   239885  direct       fr 1  0.3989
 239820   239854                     0.4124

 241419   241498  complement   fr 1  0.5040
 241419   241478                     0.4093

 241728   242102  direct       fr 2  0.6304
 241740   242091                     0.6394

 241787   242102  direct       fr 2  0.6379
 241816   242091                     0.6260

 242042   242172  complement   fr 3  0.3688
 242091   242158                     0.4112

 242044   242102  direct       fr 2  0.8293
 242065   242091                     0.9094

 242111   242172  complement   fr 3  0.6200

 242212   242306  direct       fr 2  0.6186
 242212   242291                     0.6560

 242675   242729  direct       fr 1  0.7626
 242681   242709                     0.9627

 242731   242825  direct       fr 2  0.7511
 242753   242807                     0.9846

 243024   243120  direct       fr 2  0.3626
 243033   243106                     0.3111

 243304   243399  direct       fr 2  0.4415
 243304   243368                     0.4226

 244022   244109  complement   fr 1  0.4622

 244215   244272  direct       fr 2  0.8680
 244219   244253                     0.8933

 244455   244490  complement   fr 2  0.6220

 244979   245072  direct       fr 2  0.3245
 244999   245040                     0.1942

 245247   245380  direct       fr 3  0.7227
 245271   245360                     0.8609

 245387   245489  complement   fr 1  0.4697
 245446   245482                     0.1990

 245535   245572  complement   fr 3  0.7080
 245543   245568                     0.7080

 245603   245877  direct       fr 2  0.5638
 245615   245852                     0.6115

 245873   245929  complement   fr 1  0.5311

 246072   246172  direct       fr 1  0.7101
 246098   246157                     0.7906

 246439   246515  direct       fr 3  0.3676

 246479   246522  complement   fr 1  0.4695

 246909   246961  direct       fr 3  0.5675

 247429   247533  direct       fr 3  0.2333

 247832   247881  complement   fr 1  0.4683
 247840   247871                     0.6306

 247858   247999  direct       fr 2  0.7765
 247885   247988                     0.8326

 247885   247999  direct       fr 2  0.8412
 247898   247988                     0.8767

 248010   248070  complement   fr 3  0.5518

 248148   248211  direct       fr 3  0.7937
 248161   248199                     0.8805

 248435   248546  complement   fr 1  0.5290
 248460   248484                     0.5010

 249063   249127  direct       fr 1  0.4787
 249083   249107                     0.4466

 249268   249333  complement   fr 2  0.7146
 249268   249320                     0.6998

 249351   249444  complement   fr 3  0.5872
 249363   249402                     0.6344

 249722   249802  direct       fr 3  0.5641

 250341   250424  complement   fr 2  0.4597
 250354   250379                     0.5205

 250364   250424  complement   fr 2  0.4880

 250413   250474  complement   fr 1  0.4079

 250591   250788  direct       fr 2  0.7406
 250605   250745                     0.8788

 250687   250788  direct       fr 2  0.6747
 250708   250745                     0.9590

 250769   250908  direct       fr 3  0.4141
 250769   250815                     0.6287

 250845   251048  direct       fr 2  0.6142
 250855   251018                     0.6204

 251041   251126  direct       fr 1  0.6544
 251080   251105                     0.9734

 252092   252147  complement   fr 1  0.6574

 252249   252320  complement   fr 2  0.3757

 252326   252374  direct       fr 1  0.6797

 252743   252866  direct       fr 2  0.8134
 252749   252863                     0.9139

 252938   253036  complement   fr 1  0.5613
 252991   253020                     0.9306

 253726   253851  complement   fr 3  0.7098
 253739   253818                     0.8307

 253869   253951  direct       fr 3  0.5940
 253880   253936                     0.6342

 253956   254006  direct       fr 1  0.7124
 253966   254000                     0.8645

 254170   254224  complement   fr 1  0.6927
 254179   254204                     0.8745

 254378   254429  direct       fr 2  0.3279

 254799   254885  direct       fr 2  0.2557
 254848   254873                     0.2199

 254964   255031  direct       fr 1  0.6010
 254985   255022                     0.8717

 255132   255252  direct       fr 3  0.4451

 255202   255252  direct       fr 1  0.4812
 255229   255252                     0.5561

 255340   255410  direct       fr 2  0.8856
 255340   255407                     0.8890

 255603   255844  direct       fr 2  0.7745
 255622   255827                     0.7729

 256096   256219  complement   fr 3  0.3566
 256098   256207                     0.3720

 256634   256820  complement   fr 1  0.5590
 256690   256810                     0.8202

 257003   257109  complement   fr 2  0.5379
 257026   257055                     0.4510

 257221   257418  direct       fr 1  0.4191
 257255   257399                     0.4623

 257309   257357  complement   fr 1  0.5173

 258050   258125  direct       fr 2  0.5417

 258380   258504  complement   fr 2  0.6569
 258396   258456                     0.9083

 258674   258720  direct       fr 3  0.5902

 259180   259252  direct       fr 3  0.4881

 259365   259437  complement   fr 3  0.8087

 259442   259529  complement   fr 1  0.4680
 259446   259499                     0.4602

 259722   259813  complement   fr 3  0.4791
 259751   259786                     0.8870

 259909   260041  direct       fr 3  0.4619

 260297   260420  direct       fr 2  0.7154
 260314   260386                     0.9411

 260357   260447  complement   fr 1  0.5383
 260380   260413                     0.6148

 260513   260901  direct       fr 3  0.7554
 260532   260886                     0.7925

 261304   261402  complement   fr 3  0.2271
 261329   261394                     0.1237

 261352   261449  direct       fr 2  0.3679

 261557   261602  direct       fr 2  0.5053

 261734   261815  direct       fr 1  0.7884
 261744   261794                     0.8396

 261977   262035  direct       fr 3  0.7654

 262226   262395  direct       fr 1  0.6346
 262228   262355                     0.7598

 262821   262882  complement   fr 3  0.7172

 262948   262986  direct       fr 2  0.5419
 262948   262979                     0.5290

 263043   263357  direct       fr 1  0.8029
 263043   263317                     0.8526

 263062   263357  direct       fr 1  0.8047
 263069   263317                     0.8834

 263343   263417  direct       fr 2  0.5666
 263347   263386                     0.5175

 263498   263572  direct       fr 1  0.6306

 263566   263620  direct       fr 2  0.4895
 263577   263613                     0.6441

 263895   264050  complement   fr 1  0.6453
 263895   264009                     0.7376

 264145   264214  complement   fr 1  0.7051
 264162   264198                     0.8482

 264776   264827  complement   fr 2  0.6554

 264896   264986  complement   fr 2  0.4403

 264998   265034  direct       fr 1  0.6567

 265192   265283  complement   fr 1  0.5019
 265223   265264                     0.5705

 265219   265382  direct       fr 2  0.5853
 265231   265355                     0.5456

 265238   265283  complement   fr 1  0.6099

 265287   265382  direct       fr 2  0.8210
 265295   265355                     0.8272

 265521   265687  direct       fr 1  0.7063
 265535   265676                     0.7412

 265586   265687  direct       fr 1  0.8944
 265592   265676                     0.9390

 265785   265915  direct       fr 1  0.6887
 265812   265902                     0.7400

 266222   266462  complement   fr 1  0.3619
 266353   266452                     0.6334

 266653   266692  direct       fr 3  0.8221

 267301   267368  direct       fr 3  0.5945

 267542   267716  direct       fr 2  0.8578
 267545   267700                     0.9002

 267900   268021  direct       fr 2  0.7221
 267917   268005                     0.7924

 268308   268428  direct       fr 1  0.8215
 268320   268410                     0.8785

 268550   268841  complement   fr 3  0.4449
 268612   268815                     0.5055

 268685   268841  complement   fr 3  0.6946
 268761   268815                     0.9912

 269007   269083  complement   fr 1  0.4578
 269007   269063                     0.5202

 269075   269134  direct       fr 1  0.6827
 269095   269123                     0.9046

 269108   269189  complement   fr 2  0.4148
 269142   269181                     0.8085

 269774   269859  complement   fr 2  0.5391
 269778   269856                     0.6157

 270109   270240  direct       fr 1  0.3800
 270122   270193                     0.4806

 270446   270733  direct       fr 3  0.8134
 270481   270709                     0.8521

 270856   270927  direct       fr 3  0.9058

 270944   270988  direct       fr 2  0.5889
 270958   270982                     0.7075

 271067   271138  complement   fr 1  0.4512

 271144   271192  direct       fr 3  0.8348
 271148   271172                     0.9422

 271201   271305  direct       fr 2  0.1585
 271217   271277                     0.0748

 271237   271278  complement   fr 2  0.6641

 271398   271470  direct       fr 2  0.4614

 272008   272211  complement   fr 2  0.5014
 272038   272195                     0.5226

 272265   272334  complement   fr 3  0.5365

 272551   272654  direct       fr 2  0.6003
 272591   272637                     0.7265

 272644   272737  complement   fr 3  0.6769
 272662   272706                     0.9629

 272807   272866  complement   fr 3  0.5671

 272870   272931  direct       fr 2  0.5839
 272874   272908                     0.7537

 272894   272995  complement   fr 1  0.3807

 273288   273372  direct       fr 2  0.5776
 273308   273336                     0.8278

 273507   273603  direct       fr 1  0.6416

 274096   274183  direct       fr 1  0.7234
 274114   274157                     0.8114

 274202   274335  direct       fr 2  0.4917
 274218   274322                     0.4903

 274352   274423  complement   fr 3  0.4969
 274362   274387                     0.7450

 274658   274810  direct       fr 1  0.8349
 274663   274798                     0.8704

 274898   275046  direct       fr 3  0.6325
 274935   275041                     0.6127

 275053   275160  direct       fr 2  0.6299
 275072   275114                     0.9598

 275125   275208  direct       fr 1  0.6234
 275153   275208                     0.8346

 275287   275346  complement   fr 3  0.5048

 275354   275596  direct       fr 2  0.6181
 275358   275589                     0.6516

 275512   275596  direct       fr 2  0.6738
 275544   275589                     0.8538

 276566   276627  complement   fr 3  0.7117
 276589   276621                     0.9603

 276670   277002  complement   fr 2  0.3648
 276690   276992                     0.3435

 276784   277002  complement   fr 2  0.4048
 276828   276992                     0.4410

 276846   276900  complement   fr 3  0.6999

 276918   277002  complement   fr 2  0.5844
 276957   276992                     0.7890

 277028   277114  direct       fr 2  0.4611

 277303   277364  direct       fr 1  0.7138
 277319   277342                     0.7265

 277367   277526  complement   fr 1  0.4401
 277391   277447                     0.5829

 277496   277636  direct       fr 3  0.8478
 277510   277633                     0.9147

 277750   277818  complement   fr 3  0.5998
 277776   277809                     0.7347

 277827   278052  direct       fr 2  0.4500
 277837   278034                     0.4045

 277975   278052  direct       fr 2  0.7241
 278007   278034                     0.6317

 278127   278220  direct       fr 3  0.6000
 278180   278204                     0.9608

 278463   278506  direct       fr 3  0.7629

 278885   278994  direct       fr 1  0.6469
 278910   278948                     0.8681

 278973   279031  complement   fr 1  0.3866
 278986   279019                     0.4381

 279216   279361  direct       fr 3  0.5974
 279250   279325                     0.7994

 279467   279556  direct       fr 2  0.6609
 279500   279550                     0.8366

 279652   279732  direct       fr 2  0.7887
 279652   279692                     0.9447

 279778   279864  direct       fr 3  0.5376

 280057   280095  direct       fr 1  0.6914
 280068   280091                     0.8991

 280799   280884  direct       fr 1  0.7726
 280807   280884                     0.8410

 281316   281394  direct       fr 1  0.7467
 281332   281359                     0.7024

 281389   281487  direct       fr 3  0.6497
 281418   281449                     0.6879

 281693   281940  direct       fr 2  0.7474
 281739   281914                     0.8202

 281939   282068  complement   fr 1  0.3082
 281957   282047                     0.3709

 281957   282047  complement   fr 2  0.4466
 281998   282032                     0.4494

 282179   282249  direct       fr 3  0.5017
 282189   282234                     0.5681

 282383   282437  direct       fr 1  0.7740
 282389   282424                     0.9644

 282377   282615  complement   fr 3  0.6279
 282480   282601                     0.8892

 283233   283297  complement   fr 1  0.6161

 283505   283675  direct       fr 3  0.6848
 283534   283669                     0.7283

 283600   283675  direct       fr 3  0.7378
 283638   283669                     0.8668

 283845   283910  direct       fr 2  0.6268
 283865   283904                     0.7071

 284247   284384  direct       fr 2  0.4733
 284260   284356                     0.4702

 284899   285003  direct       fr 3  0.6538
 284915   284971                     0.6680

 284979   285085  direct       fr 1  0.5996
 285022   285076                     0.8053

 285208   285284  complement   fr 2  0.4868

 285273   285363  complement   fr 1  0.3965

 285427   285555  complement   fr 1  0.4552
 285463   285513                     0.6596

 285736   285803  direct       fr 3  0.4104
 285750   285777                     0.3873

 285788   285949  complement   fr 1  0.5998
 285886   285929                     0.9777

 285987   286166  direct       fr 2  0.5693
 286017   286162                     0.6436

 286252   286368  direct       fr 3  0.7208
 286304   286342                     0.5312

 286633   286886  direct       fr 1  0.8595
 286649   286873                     0.9131

 287298   287478  complement   fr 3  0.6194
 287382   287408                     0.9736

 287940   287990  direct       fr 1  0.6274

 288726   288796  direct       fr 3  0.5896

 288787   288861  complement   fr 2  0.7812
 288797   288840                     0.8987

 289114   289268  direct       fr 1  0.8553
 289120   289254                     0.8878

 289465   289532  direct       fr 1  0.7564
 289469   289507                     0.9086

 289698   289917  complement   fr 3  0.4999
 289808   289907                     0.7930

 289990   290170  direct       fr 3  0.5680
 290025   290155                     0.7598

 290166   290335  complement   fr 3  0.5640
 290205   290301                     0.5109

 290260   290335  complement   fr 3  0.5740
 290271   290301                     0.3476

 290877   290947  direct       fr 2  0.6671

 291031   291076  direct       fr 1  0.5759

 291196   291276  complement   fr 3  0.8588
 291212   291260                     0.9131

 291264   291389  complement   fr 2  0.4724
 291285   291333                     0.6623

 291315   291389  complement   fr 2  0.5460

 291422   291511  direct       fr 2  0.3017

 291513   291681  direct       fr 3  0.7376
 291525   291648                     0.8296

 291808   291843  complement   fr 3  0.6320

 291913   292029  direct       fr 3  0.7249
 291930   291960                     0.9851

 292361   292419  complement   fr 3  0.5903
 292361   292408                     0.6072

 293115   293199  direct       fr 2  0.7258
 293123   293190                     0.7159

 293533   293598  direct       fr 2  0.4074
 293552   293586                     0.3899

 293681   293748  complement   fr 3  0.5239
 293681   293727                     0.5160

 293986   294155  direct       fr 1  0.7885
 293992   294127                     0.8829

 294252   294304  direct       fr 3  0.4540
 294262   294289                     0.3906

 294360   294480  direct       fr 1  0.7244
 294376   294455                     0.9691

 294629   294694  complement   fr 3  0.6821

 294980   295033  direct       fr 1  0.5725

 295310   295428  direct       fr 2  0.5459

 295542   295713  direct       fr 2  0.3654
 295559   295692                     0.3722

 295588   295713  direct       fr 2  0.3056
 295601   295692                     0.3145

 295581   295683  complement   fr 3  0.3079
 295631   295678                     0.3986

 295761   295847  direct       fr 1  0.3375

 295820   295895  complement   fr 1  0.5952

 295970   296035  complement   fr 3  0.5329

 296106   296201  complement   fr 2  0.5833
 296130   296193                     0.6516

 296347   296456  direct       fr 2  0.2701
 296402   296442                     0.2926

 296412   296546  complement   fr 1  0.5911
 296463   296530                     0.7990

 296463   296546  complement   fr 1  0.8332
 296463   296530                     0.7990

 296667   296844  complement   fr 3  0.2263
 296670   296781                     0.1398

 296821   296979  direct       fr 2  0.6467
 296831   296916                     0.9631

 296914   296979  direct       fr 3  0.5288

 296979   297240  direct       fr 1  0.4874
 296979   297221                     0.4910

 297254   297324  direct       fr 1  0.4818
 297257   297308                     0.4142

 297674   297752  direct       fr 2  0.3904
 297691   297741                     0.4371

 297879   298066  direct       fr 2  0.6563
 297895   298055                     0.6587

 298002   298066  direct       fr 2  0.7087
 298019   298055                     0.7486

 298159   298246  direct       fr 3  0.5504

 298271   298362  complement   fr 3  0.5137
 298304   298344                     0.5566

 298994   299095  complement   fr 2  0.2242

 299237   299336  direct       fr 3  0.6657
 299237   299299                     0.5894

 299346   299562  complement   fr 2  0.5649
 299364   299521                     0.6081

 299416   299562  complement   fr 2  0.4626
 299416   299521                     0.4685

 299630   299700  direct       fr 1  0.5688
 299635   299700                     0.6272

 299720   299797  complement   fr 1  0.5649
 299737   299793                     0.7040

 299830   299897  direct       fr 3  0.6215
 299846   299869                     0.9487

 299877   299942  direct       fr 2  0.6833

 299997   300042  direct       fr 3  0.5930

 300118   300161  direct       fr 2  0.6984

 300359   300579  complement   fr 2  0.3877
 300444   300565                     0.3984

 300409   300480  direct       fr 1  0.4521

 300510   300579  complement   fr 2  0.6656
 300522   300565                     0.7330

 300607   300751  direct       fr 2  0.6758
 300642   300744                     0.9010

 300821   300924  complement   fr 2  0.5078
 300833   300872                     0.8316

 300925   301058  direct       fr 2  0.3988
 300942   301010                     0.6117

 301222   301281  direct       fr 2  0.5782
 301230   301265                     0.7611

 301366   301439  complement   fr 2  0.7115
 301385   301410                     0.9169

 301483   301586  complement   fr 2  0.4842
 301532   301580                     0.8601

 301781   302069  direct       fr 3  0.6806
 301804   302058                     0.6789

 301929   302069  direct       fr 3  0.7743
 301941   302058                     0.8169

 301989   302069  direct       fr 3  0.8391
 302008   302058                     0.9916

 302178   302224  direct       fr 3  0.5308

 302565   302658  direct       fr 3  0.6502
 302605   302650                     0.6745

 302810   302932  direct       fr 1  0.4615
 302816   302923                     0.4667

 303429   303531  direct       fr 3  0.6464
 303440   303486                     0.8400

 303541   303628  direct       fr 1  0.8363
 303544   303616                     0.9619

 303874   303981  complement   fr 1  0.5077
 303886   303951                     0.5916

 304010   304108  direct       fr 1  0.3846
 304038   304093                     0.3953

 304303   304374  direct       fr 1  0.6560
 304319   304351                     0.8042

 304384   304501  direct       fr 2  0.6483
 304425   304501                     0.7702

 304652   304824  direct       fr 1  0.6777
 304698   304778                     0.9098

 304972   305046  direct       fr 2  0.4957

 305182   305265  direct       fr 2  0.5197

 305445   305520  complement   fr 3  0.6062

 305776   305904  complement   fr 1  0.5242
 305799   305837                     0.9854

 305959   306023  direct       fr 3  0.7980

 306158   306244  direct       fr 3  0.7687
 306171   306236                     0.9072

 306294   306398  complement   fr 2  0.4371

 306374   306431  complement   fr 1  0.7267

 306699   306804  direct       fr 3  0.4254
 306703   306727                     0.8220

 306828   306890  complement   fr 2  0.5110

 307381   307426  direct       fr 1  0.4968

 307583   307693  complement   fr 2  0.7694
 307611   307693                     0.8529

 308403   308465  direct       fr 3  0.6749

 308466   308714  direct       fr 2  0.5867
 308491   308711                     0.5888

 308525   308616  complement   fr 3  0.4923
 308525   308557                     0.7462

 308560   308714  direct       fr 2  0.6952
 308595   308711                     0.8018

 309485   309578  direct       fr 3  0.3269
 309523   309547                     0.4127

 309589   309705  complement   fr 1  0.7953
 309616   309694                     0.9574

 311054   311174  complement   fr 2  0.6524
 311112   311153                     0.8914

 312614   312757  complement   fr 1  0.6542
 312620   312694                     0.8902

 313182   313240  direct       fr 3  0.5950

 313401   313441  complement   fr 2  0.5322

 313594   313671  direct       fr 3  0.7951
 313602   313654                     0.8147

 316538   316622  complement   fr 2  0.3279
 316578   316619                     0.4760

 317293   317456  complement   fr 3  0.6166
 317337   317434                     0.7967

 318102   318232  complement   fr 3  0.4691
 318156   318211                     0.7362

 319136   319224  complement   fr 1  0.7723
 319147   319211                     0.8089

 319692   319756  complement   fr 3  0.4277

 320232   320286  complement   fr 3  0.6683

 320766   320863  complement   fr 2  0.6241
 320809   320841                     0.8802

 320917   320982  direct       fr 3  0.4912

 321285   321369  complement   fr 3  0.4824

 321373   321408  complement   fr 1  0.3247
 321383   321408                     0.3989

 322728   322778  complement   fr 2  0.5406

 323442   323498  complement   fr 3  0.6364

 326536   326648  complement   fr 2  0.4500
 326536   326640                     0.4500

 329294   329351  complement   fr 1  0.7783

 330110   330252  direct       fr 3  0.7854
 330153   330213                     0.9937
